ftime(hr)    y01   DS02   LG02   HWFI   AVNI   VMXC   DV12   SLAT   SSTN   SHDC   DTL 
  60        10.0   -7.0   -7.0   11.0    3.0   55.0   -5.0   30.7   25.2   11.8 2062.2
  60         8.2   -4.8   -7.8    1.2   11.2   56.8   -5.0   30.1   25.4   11.4 2130.4
  60        13.0   -6.0   -9.0    0.0   15.0   57.0    0.0   29.8   25.6    9.9 2177.0
  60         5.8   -8.2   -9.2    5.8   11.8   64.2    5.0   29.4   25.7    7.8 2228.4
  60         4.5   -5.5   -4.5   -4.5   14.5   65.5   10.0   28.9   25.9    2.6 2274.4
  60         2.0   -8.0  -11.0    7.0   12.0   73.0    5.0   29.0   25.8    4.8 2270.0
  60         7.8  -10.2  -10.2    7.8   12.8   72.2    0.0   29.3   25.7    7.7 2239.2
  60         7.5   -3.5   -4.5    2.5    5.5   72.5    5.0   29.7   25.5    9.7 2155.0
  60        -0.5   -3.5   -4.5    4.5    3.5   75.5   10.0   29.9   25.4    8.1 2081.8
  60         3.5   -1.5   -3.5    0.5    4.5   71.5    5.0   30.1   25.3    7.8 1933.6
  60         4.5   -5.5   -3.5    6.5    2.5   65.5    0.0   30.2   25.0    5.6 1742.2
  60         5.2   -0.8   -0.8   -0.8    2.2   59.8    0.0   30.6   24.9    7.1 1577.0
  60        -5.8   -1.8   -2.8   -2.8    7.2   70.8    5.0   31.2   24.7   10.9 1359.6
  60        37.0   -4.0  -17.0   14.0    7.0   63.0    5.0   24.2   29.5   15.0  275.4
  60        37.2   -7.8  -22.8   26.2    4.2   72.8    5.0   25.0   29.5   13.7  312.6
  60        45.5    0.5   -0.5   -5.5    5.5   74.5   10.0   25.2   29.5   15.8  324.0
  60        36.8   -4.2   -1.2    6.8   -1.2   88.2   15.0   26.4   29.4   14.1  283.2
  60        57.8    3.8    4.8   -5.2   -3.2   77.2   15.0   27.1   29.4   13.2  250.8
  60        12.0    7.0   21.0   -7.0  -21.0   68.0   15.0   28.1   29.4   12.8  180.0
  60         2.2   -1.8   -0.8    3.2   -0.8   47.8   10.0   29.7   29.5   15.5   30.4
  60         6.2   -3.8   -3.8    4.2    3.2   38.8   10.0   31.3   29.2   13.2  -74.0
  60         7.2   -5.8   -5.8    3.2    8.2   37.8   10.0   32.4   28.7   11.6 -108.6
  60         3.5   -0.5    0.5   -4.5    4.5   36.5   10.0   14.3   26.7   18.7 1788.6
  60         9.5    0.5   -0.5   -5.5    5.5   30.5    5.0   14.9   26.5   22.1 1852.8
  60         4.8   -1.2    0.8    0.8   -0.2   30.2    5.0   15.6   26.2   26.4 1915.6
  60         1.5   -3.5    2.5   -1.5    2.5   28.5   10.0   16.3   26.1   31.2 1927.2
  60        24.2    3.2    3.2   -4.8   -1.8   60.8    5.0   26.3   27.0   18.9 1351.4
  60        45.8   10.8   12.8  -11.2  -12.2   49.2   10.0   27.1   27.0   20.9 1372.6
  60        35.5   10.5   12.5  -12.5  -10.5   54.5    5.0   27.7   26.6   18.9 1327.8
  60        19.0    0.0    0.0    4.0   -4.0   66.0    0.0   27.3   26.7   20.5 1260.8
  60         3.8    0.8   -0.2   -2.2    1.8   71.2    5.0   28.5   26.2   21.3 1439.6
  60        -5.0   -2.0   -6.0    2.0    6.0   75.0    0.0   30.1   25.5   16.5 1471.8
  60        -9.8    4.2   -3.8   -2.8    2.2   79.8   10.0   31.8   24.7   16.4 1435.8
  60       -14.5    2.5   -8.5    5.5    0.5   84.5    5.0   32.4   24.5   16.6 1437.6
  60         8.5    4.5  -12.5   13.5   -5.5   56.5    0.0   28.3   31.3   17.1  121.8
  60        10.2    7.2  -11.8    2.2    2.2   49.8    0.0   28.7   31.0   18.0   79.6
  60         8.0   -2.0   -7.0    2.0    7.0   42.0    5.0   29.4   30.7   17.7   12.6
  60         4.8   -4.2   -4.2   -0.2    8.8   35.2    5.0   30.1   30.3   25.5  -52.4
  60         2.8   -3.2   -3.2    1.8    4.8   32.2   10.0   30.6   30.0   26.3  -99.4
  60         4.8   -1.2   -1.2    0.8    1.8   30.2   10.0   31.3   30.1   25.1 -169.8
  60        -4.0   -1.0   -1.0    0.0    2.0   29.0   10.0   31.9   30.0   26.4 -227.0
  60        -2.0    0.0    0.0    2.0   -2.0   27.0   10.0   32.5   29.9   26.9 -299.4
  60         2.0   14.0    8.0   -5.0  -17.0   43.0    5.0   12.5   28.8    9.1  515.6
  60        -4.8   14.2   12.2   -7.8  -18.8   49.8    5.0   13.2   28.9    8.4  441.4
  60        -1.8   17.2   10.2   -9.8  -17.8   46.8    0.0   13.5   29.1    7.1  393.6
  60         6.5   16.5   13.5   -9.5  -20.5   43.5    0.0   13.7   29.2    6.7  353.8
  60         8.5   19.5   21.5  -19.5  -21.5   46.5    5.0   14.2   29.3    8.5  358.4
  60         3.2   16.2   26.2  -13.8  -28.8   56.8   10.0   14.7   29.3    8.0  347.2
  60        12.2   17.2   27.2  -22.8  -21.8   57.8   10.0   15.3   29.1    7.7  310.2
  60        19.5   18.5   25.5  -21.5  -22.5   55.5    5.0   16.1   29.1    9.2  231.2
  60        27.0   13.0   24.0  -18.0  -19.0   48.0    0.0   17.1   29.1   13.5  120.4
  60        30.5   11.5   15.5  -10.5  -16.5   44.5   -5.0   17.8   29.1   12.8   63.4
  60        28.8   13.8   12.8  -13.2  -13.2   46.2    0.0   18.5   28.9   11.7   34.4
  60        31.2   16.2   10.2   -9.8  -16.8   48.8    0.0   19.4   28.9   12.5   52.2
  60        44.5   14.5   12.5  -13.5  -13.5   45.5    0.0   20.7   29.0    9.7  155.0
  60        38.5   10.5    6.5    0.5  -17.5   56.5    0.0   21.8   29.1    7.4  259.2
  60        25.8    2.8    3.8   -2.2   -4.2   74.2    5.0   22.9   29.1    6.1  355.0
  60        32.8    3.8    6.8   -2.2   -8.2   82.2    5.0   23.9   29.3    4.5  468.2
  60        29.8    6.8   13.8   -8.2  -12.2   90.2   15.0   25.1   29.2    6.1  571.0
  60        24.2   -3.8    2.2   14.2  -12.8  100.8   15.0   25.5   29.2    6.3  591.8
  60        27.2   -1.8    3.2    9.2  -10.8  102.8   10.0   25.8   29.3    7.4  585.6
  60        35.2    2.2    3.2    8.2  -13.8   99.8    5.0   26.3   29.3    9.8  589.6
  60        44.5   -2.5    1.5   10.5   -9.5  100.5    0.0   26.6   29.3   13.2  557.8
  60        50.8   -2.2    0.8   14.8  -13.2  104.2    5.0   26.5   29.4   12.5  492.6
  60        48.5   -1.5    3.5    7.5   -9.5  111.5   15.0   26.4   29.7    7.8  439.2
  60        44.5    0.5    4.5    2.5   -7.5  110.5   15.0   26.6   29.8    9.6  399.6
  60        25.2    0.2    4.2    7.2  -11.8  114.8   10.0   26.7   29.8    8.9  322.0
  60        20.8   -4.2   -1.2    4.8    0.8  114.2   20.0   27.0   29.7   12.2  285.4
  60        10.8   -0.2    0.8   -4.2    3.8  114.2   20.0   27.0   29.7    8.7  233.2
  60         1.0    5.0    5.0  -11.0    1.0  114.0   10.0   27.0   30.0    9.8  177.0
  60       -12.2    0.8   -1.2   -4.2    4.8  117.2   10.0   27.4   29.8   10.7  179.2
  60       -13.5    1.5    0.5  -10.5    8.5  113.5    5.0   27.5   29.8   11.7  172.6
  60       -20.2    4.8    1.8  -17.2   10.8  115.2    0.0   27.5   30.0   11.2  142.6
  60       -22.0    8.0    1.0  -20.0   11.0  112.0   10.0   27.6   29.8   11.8   88.8
  60       -28.2    0.8   -3.2  -17.2   19.8  118.2   30.0   28.0   29.5   13.2   84.8
  60       -17.2    8.8    2.8  -27.2   15.8  107.2    5.0   28.4   29.2   12.4   78.8
  60       -17.0   10.0    7.0  -28.0   11.0  107.0  -15.0   28.8   29.6   10.1   83.0
  60        -3.8    8.2   11.2  -15.8   -3.8  103.8  -15.0   29.4   29.7   10.1  123.6
  60        -4.5    6.5    9.5  -14.5   -1.5  104.5  -20.0   30.0   29.5   10.5  119.6
  60        -5.0    5.0    5.0   -2.0   -8.0  105.0  -10.0   30.6   29.6   12.7  146.4
  60         3.2   10.2    9.2   -7.8  -11.8   91.8  -20.0   31.3   29.4   14.5  161.2
  60        -3.5    7.5    3.5    1.5  -12.5   88.5  -20.0   32.0   29.1   15.1  146.4
  60         1.0   11.0    7.0   -8.0  -10.0   79.0  -10.0   32.9   28.6   18.1   93.0
  60         1.0   11.0    6.0  -11.0   -6.0   79.0   -5.0   33.6   28.2   14.9   72.2
  60         4.8    6.8    4.8  -12.2    0.8   75.2    0.0   34.4   27.9   16.1   84.2
  60         2.8    4.8    5.8  -11.2    0.8   77.2   -5.0   34.9   27.6   17.8   95.4
  60         1.5    0.5    3.5   -7.5    3.5   78.5   -5.0   36.2   27.0   24.7  155.4
  60         4.8   -1.2   -1.2   -5.2    7.8   80.2   10.0   37.8   26.0   33.9  192.8
  60         1.5    4.5   -3.5    0.5   -1.5   38.5    5.0   23.1   26.6   20.7 2023.6
  60         6.8    0.8   -4.2    1.8    1.8   38.2    5.0   24.2   27.0   28.0 2142.4
  60        10.5    1.5   -3.5    2.5   -0.5   39.5    5.0   24.9   27.2   27.1 2204.0
  60         3.2   -0.8   -4.8    8.2   -2.8   41.8    5.0   25.8   27.6   27.2 2269.8
  60         6.2    1.2   -3.8    9.2   -6.8   38.8    0.0   27.1   28.1   24.2 2287.2
  60         4.8    0.8   -6.2   -0.2    5.8   40.2    0.0   27.9   28.3   19.6 2269.8
  60         3.8   -2.2   -8.2   13.8   -3.2   41.2    0.0   29.1   28.4   16.6 2167.2
  60         2.8   -2.2  -14.2    5.8   10.8   47.2   -5.0   30.1   28.3    7.3 2033.4
  60         1.0   -4.0  -20.0   12.0   12.0   49.0  -10.0   31.0   28.3    4.2 1891.6
  60         5.2    1.2  -13.8   -0.8   13.2   49.8   -5.0   32.0   28.7    6.8 1743.4
  60        -6.8   -2.8   -8.8   13.2   -1.8   61.8    5.0   33.6   28.5   10.3 1535.8
  60       -15.5   -3.5   -9.5   11.5    1.5   65.5    5.0   34.2   28.3   10.0 1469.0
  60       -23.8   -2.8   -6.8   14.2   -4.8   73.8   10.0   35.7   27.7   12.9 1322.0
  60       -14.8   -2.8   -7.8    6.2    4.2   64.8    5.0   37.7   26.9   15.9 1150.0
  60       -13.2   -3.2  -12.2   13.8    1.8   58.2   -5.0   39.4   26.1   22.7 1006.6
  60        -3.8   -0.8   -7.8    7.2    1.2   48.8    0.0   40.6   25.2   27.2  984.2
  60        16.2    7.2   -7.8   11.2  -10.8   53.8    0.0   29.7   29.1   11.3  195.2
  60         6.8   -2.2   -5.2   13.8   -6.2   68.2    5.0   30.0   28.4   11.3  304.2
  60         1.5   -0.5   -1.5    5.5   -3.5   73.5   10.0   29.9   28.3   14.0  340.4
  60         2.8    1.8    3.8    8.8  -14.2   77.2   15.0   30.2   28.2   15.7  364.2
  60         9.0   -1.0    0.0   11.0  -10.0   76.0   10.0   30.1   28.2   17.7  414.8
  60        10.0   -6.0   -6.0   14.0   -2.0   80.0    0.0   30.4   28.2   20.7  442.6
  60        15.8   -6.2   -3.2    9.8   -0.2   79.2    5.0   30.7   28.2   22.3  461.0
  60        18.2   -2.8   -1.8    5.2   -0.8   81.8   10.0   30.8   28.2   25.1  485.0
  60        25.5   -3.5   -2.5    1.5    4.5   79.5    5.0   31.0   28.3   31.7  520.8
  60        15.8   -6.2   -2.2    3.8    4.8   89.2   10.0   30.8   28.3   29.6  593.8
  60        18.5   -6.5   -3.5    3.5    6.5   91.5   15.0   31.1   28.6   32.5  600.6
  60        15.8   -4.2   -4.2    1.8    6.8   94.2   10.0   31.5   28.7   35.0  677.4
  60        14.5   -8.5   -5.5    8.5    5.5   90.5   10.0   32.1   28.6   39.5  739.4
  60        10.0  -15.0   -9.0   13.0   11.0   85.0    5.0   33.1   28.3   48.3  864.6
  60         3.8   -8.2  -10.2   17.8    0.8   76.2    0.0   34.0   27.8   48.9  907.4
  60        29.5    3.5   -5.5   24.5  -22.5   55.5    0.0   16.7   28.5   15.7  997.6
  60        24.5    9.5    9.5   -4.5  -14.5   50.5    5.0   17.3   28.8   20.6  912.6
  60        12.8    8.8    7.8   -3.2  -13.2   52.2    5.0   17.8   29.2   20.4  795.8
  60        -2.5    7.5   14.5   -6.5  -15.5   62.5   15.0   18.5   29.2   19.1  624.6
  60       -11.7    4.3   11.3    0.0  -15.7   66.7   15.0   18.9   29.2   21.0  503.2
  60       -17.0   -4.0    3.0   29.0  -28.0   72.0   10.0   19.6   29.3   19.0  401.6
  60        -2.8   11.2   15.2   -8.8  -17.8   57.8   10.0   20.4   29.4   18.0  358.4
  60        -6.0   10.0   13.0   -2.0  -21.0   61.0    5.0   21.0   29.5   13.9  347.2
  60        -7.0   15.0   18.0  -14.0  -19.0   62.0   15.0   21.7   29.5   14.9  369.2
  60       -15.3    7.7   12.7    0.0  -20.3   70.3   15.0   22.6   29.5   15.3  436.6
  60       -11.2   14.8   19.8  -15.2  -19.2   66.2   15.0   23.2   29.5   15.5  483.0
  60        -7.0    9.0    9.0    0.0  -18.0   62.0  -10.0   23.8   29.4   18.7  517.2
  60        -4.8   10.2    6.2    1.2  -17.8   59.8  -15.0   24.5   29.3   22.7  558.2
  60       -16.8    0.2    1.2   16.2  -17.8   71.8  -10.0   25.2   29.3   24.0  628.4
  60        -1.0    6.0   -2.0   -1.0   -3.0   56.0  -15.0   26.3   29.0   29.2  748.8
  60        -1.8    5.2    0.2   -6.8    1.2   56.8   -5.0   27.9   28.7   33.4  951.6
  60        -5.5    6.5   -1.5    3.5   -8.5   55.5    0.0   28.6   28.5   31.2  987.8
  60        -7.2   10.8   -0.2   -3.2   -7.2   52.2    0.0   29.5   28.2   28.0 1005.8
  60         3.0    7.0    2.0   -9.0    0.0   37.0    5.0   17.0   29.6   19.5  139.4
  60         5.8   10.8    2.8   -2.2  -11.2   34.2    0.0   18.0   29.7   14.3   96.4
  60         0.2    5.2    0.2    4.2   -9.8   34.8    0.0   18.6   29.7   13.3   93.6
  60         4.5    5.5    0.5    2.5   -8.5   30.5    0.0   19.5   29.6   19.0  140.6
  60        -2.2    1.8   -4.2   18.8  -16.2   37.2    0.0   21.7   29.5   13.1  360.6
  60         7.8   10.8    0.8    0.8  -12.2   27.2   -5.0   23.1   29.5    9.0  511.4
  60        11.2   12.2    1.2   -3.8   -9.8   28.8   -5.0   23.6   29.5    8.1  566.4
  60         2.8   10.8    7.8   -6.2  -12.2   37.2    5.0   24.2   29.4    9.0  640.4
  60        -5.2    7.8    5.8    3.8  -17.2   40.2    5.0   25.0   29.4    8.9  761.4
  60        -9.5    9.5    9.5   -1.5  -17.5   44.5    5.0   25.4   29.3    9.4  810.2
  60       -12.2    8.8    6.8    3.8  -19.2   42.2    5.0   26.1   29.3   12.2  916.8
  60        20.8   13.8   -2.2   -5.2   -6.2   59.2    0.0   12.9   28.2    8.5 1616.2
  60        15.5   11.5    1.5   -5.5   -7.5   69.5    5.0   13.3   28.0   11.3 1760.8
  60        21.0    9.0    6.0   -1.0  -14.0   74.0   10.0   13.4   27.9    9.9 1813.0
  60        26.5    4.5    2.5    3.5  -10.5   78.5   10.0   14.0   27.7    8.9 1840.0
  60        25.8    1.8    3.8    8.8  -14.2   89.2   15.0   14.6   27.9    7.3 1850.6
  60        45.0   -1.0    0.0   12.0  -11.0   80.0   10.0   15.2   27.8    8.4 1842.6
  60        42.2    0.2   -3.8    7.2   -3.8   82.8    0.0   15.9   27.7    7.8 1819.4
  60        28.0    5.0    0.0    3.0   -8.0   92.0    5.0   16.6   27.6    5.2 1817.2
  60        13.2    6.2    0.2    3.2   -9.8   96.8   15.0   17.5   27.7    7.3 1827.0
  60        13.8    4.8   -4.2    3.8   -4.2   91.2   15.0   18.5   27.6    8.7 1883.4
  60        12.0    2.0   -6.0    5.0   -1.0   88.0   10.0   19.5   27.6   11.5 1909.0
  60        18.2    0.2   -4.8    9.2   -4.8   86.8   10.0   20.3   27.6   14.1 1966.6
  60        29.0   -5.0   -6.0   11.0    0.0   86.0    5.0   21.1   27.6   16.0 2036.8
  60        40.5  -11.5  -10.5   13.5    8.5   89.5   25.0   21.7   27.7   22.5 2087.0
  60        39.5  -11.5   -8.5   12.5    7.5   90.5   30.0   22.6   27.8   21.2 2179.8
  60        18.5  -15.5   -7.5   15.5    7.5   91.5   15.0   24.1   27.9   20.6 2330.8
  60        -4.2  -13.2   -7.2   10.8    9.8   94.2   10.0   25.2   27.8   18.8 2387.8
  60        -4.2  -15.2   -5.2   12.8    7.8   94.2   -5.0   25.9   27.8   16.2 2378.6
  60        -0.5  -13.5   -3.5   11.5    5.5   90.5  -15.0   26.8   27.8   15.5 2353.0
  60        -2.8  -12.8   -7.8   14.2    6.2   92.8  -15.0   27.3   27.9   14.6 2318.4
  60        -0.5   -9.5   -4.5    4.5    9.5   90.5  -10.0   27.7   27.9   12.3 2276.8
  60        -0.2   -6.2   -3.2    4.8    4.8   90.2   -5.0   28.9   27.8   13.0 2186.2
  60        -8.0   -3.0   -4.0    6.0    1.0   93.0   10.0   30.0   27.4   13.6 2084.0
  60       -15.5   -5.5   -9.5    8.5    6.5  100.5   30.0   31.1   27.1   14.7 2006.4
  60       -15.8   -5.8   -9.8    8.2    7.2  100.8   25.0   32.4   26.8   14.7 1955.6
  60        -4.8   -5.8   -5.8    4.2    7.2   89.8  -10.0   34.1   26.1   17.2 1904.4
  60        -1.2   -3.2   -6.2    7.8    1.8   81.2  -30.0   36.0   25.1   19.3 1866.4
  60         4.5   -1.5    9.5   -3.5   -4.5   30.5    0.0   40.1   23.3   25.5  590.4
  60        -5.3   -8.3  -15.3   23.7    0.0   55.3    5.0   27.2   26.3   32.0 1344.2
  60         6.2   -2.8   -9.8    9.2    3.2   43.8    0.0   28.5   25.7   40.3 1409.2
  60         3.8   -3.2  -10.2    6.8    6.8   51.2    5.0   28.9   25.4   40.4 1535.2
  60         6.5   -7.5  -15.5    4.5   18.5   53.5    5.0   29.9   24.9   47.5 1585.2
  60        12.8   -6.2  -15.2   12.8    8.8   47.2    0.0   31.4   24.0   47.3 1627.2
  60         8.8   -4.2  -11.2    5.8    9.8   46.2    5.0   31.7   23.8   48.2 1664.8
  60        12.0    2.0  -11.0   -3.0   12.0   43.0    5.0   32.7   23.2   48.1 1688.2
  60        14.5    1.5  -12.5   -2.5   13.5   40.5    0.0   33.5   22.4   43.0 1700.0
  60        23.8   -5.2  -10.2   13.8    1.8   31.2    0.0   34.2   22.2   40.4 1712.8
  60        21.2   -5.8  -10.8   15.2    1.2   33.8    0.0   34.7   21.7   39.2 1776.4
  60        27.8   -5.2   -5.2   10.8   -0.2   27.2    0.0   33.3   22.6   42.4 1820.4
  60        -2.2    7.8   -2.2   -2.2   -3.2   32.2    0.0   18.9   29.8    9.2   47.6
  60        -3.0   11.0    7.0   -8.0  -10.0   33.0    5.0   18.6   29.6   10.3   15.4
  60        -3.0    9.0    7.0   -1.0  -15.0   33.0    5.0   19.0   29.6    9.4   42.6
  60        -2.2    4.8    4.8    3.8  -13.2   37.2    5.0   18.7   29.9   11.1   10.0
  60         0.2    6.2   12.2   -5.8  -12.8   39.8   10.0   19.2   30.1   10.9   25.8
  60         8.2    3.2    5.2   -9.8    1.2   36.8   10.0   19.5   29.8   12.3   27.6
  60         6.0   -1.0    8.0   -4.0   -3.0   44.0    5.0   20.1   29.2   14.7   53.8
  60        11.0    3.0    2.0   -7.0    2.0   39.0   -5.0   20.7   28.9   14.9   57.6
  60        -2.0    3.0   -5.0    1.0    1.0   47.0  -10.0   21.4   28.4   15.5   97.6
  60         4.0    5.0   -3.0   -4.0    2.0   41.0  -10.0   22.0   28.1   11.2  130.0
  60         3.5    6.5   -4.5   -1.5   -0.5   41.5  -10.0   22.6   27.9   10.6  181.6
  60         2.0   10.0   -4.0   -8.0    2.0   43.0   -5.0   23.6   27.6   12.4  272.6
  60         3.3    6.3   -3.7    0.0   -2.7   41.7    0.0   24.4   27.5    9.9  311.4
  60         5.8   11.8   -4.2   -4.2   -3.2   39.2    0.0   25.2   27.3   12.8  314.2
  60         2.0   13.0   -4.0   -5.0   -4.0   43.0    0.0   27.0   27.2    8.6  233.0
  60        -2.2    6.8    1.8   -6.2   -2.2   37.2    5.0   28.5   26.8    8.7   84.6
  60        -1.0    3.0    2.0   -3.0   -2.0   31.0   10.0   29.9   26.7   11.7  -49.4
  60         0.2    0.2    0.2    1.2   -1.8   29.8    5.0   30.9   26.9   13.6 -139.2
  60        -3.0    1.0    1.0   -2.0    0.0   28.0    5.0   31.9   27.0   12.8 -225.2
  60        -2.5    0.5    0.5    2.5   -3.5   27.5    5.0   33.3   27.1   16.8 -366.8
  60        -3.2   -0.2   -0.2    1.8   -1.2   28.2    0.0   34.9   27.3   15.4 -537.4
  60         1.0    0.0    0.0   -2.0    2.0   29.0    0.0   37.0   27.7   19.7 -721.0
  60        -7.5    7.5    1.5    3.5  -12.5   52.5    5.0   10.6   28.3    9.5  676.0
  60       -21.5    3.5   -6.5    8.5   -5.5   56.5    0.0   10.7   28.5    9.0  626.0
  60       -36.0    4.0    8.0    4.0  -16.0   71.0   10.0   10.5   28.6    7.4  557.2
  60       -33.5    6.5   12.5   -1.5  -17.5   68.5   10.0   10.6   28.7   10.7  487.8
  60       -44.8    2.2    8.2   10.2  -20.8   79.8   10.0   11.1   28.7   10.5  441.8
  60       -49.5    3.5    6.5    7.5  -17.5   79.5   10.0   11.5   28.6    7.4  403.4
  60        51.7    6.7   -0.3   -6.3    0.0   28.3   -5.0   28.1   29.4    7.7   94.0
  60        41.2    0.2    0.2   16.2  -16.8   33.8    5.0   28.1   29.6    8.4   32.8
  60        23.2    4.2    5.2    3.2  -12.8   31.8    5.0   27.6   29.5   15.3   59.8
  60        11.3    1.3    0.3   -1.7  -18.0   28.7    0.0   27.3   29.6   18.3  -19.2
  60         1.0    0.0    0.0    0.0    0.0   29.0    5.0   27.2   29.6   18.2 -110.4
  60        15.8  -12.2  -12.2   27.8   -3.2   54.2    5.0   21.9   29.3   14.5   19.8
  60         2.5  -12.5  -10.5   15.5    7.5   57.5   10.0   23.9   29.3   16.6  168.4
  60        21.7   -1.3   -1.3    0.0    2.7   38.3    5.0   24.7   29.4   18.5  167.0
  60         6.0   -5.0  -10.0    2.0   13.0   49.0    0.0   25.7   29.5   20.9  160.0
  60         9.0   -2.0   -5.0   -3.0   10.0   46.0    0.0   26.9   29.6   20.8  158.6
  60        -5.5    3.5    2.5  -21.5   15.5   65.5   10.0   27.3   29.6   18.0  113.4
  60         5.5    0.5   -2.5   -0.5    2.5   54.5    0.0   28.0   29.5   22.0  109.2
  60         8.2    0.2   -2.8    5.2   -2.8   51.8   -5.0   28.7   29.3   22.4   87.8
  60        10.0    6.0    8.0   -5.0   -9.0   50.0    5.0   29.2   29.2   24.2  101.4
  60        11.0    7.0    8.0   -7.0   -8.0   54.0   10.0   29.4   29.3   24.7   91.0
  60        19.0    3.0    3.0    1.0   -7.0   61.0    5.0   30.5   29.0   20.3   88.8
  60        12.8   -2.2   -8.2    8.8    1.8   47.2  -15.0   31.5   28.7   25.9   62.4
  60        12.5   -5.5   -6.5    8.5    3.5   47.5  -10.0   32.3   28.8   21.7   42.8
  60        11.8   -8.2   -9.2   10.8    6.8   43.2   -5.0   34.0   28.8   29.0   30.0
  60        -5.0    8.0   -2.0   -5.0   -1.0   40.0    0.0   14.7   28.1    8.8 1055.0
  60         0.5   10.5   -0.5   -8.5   -1.5   39.5    0.0   15.1   28.2    8.5 1009.4
  60         1.0    9.0    0.0   -4.0   -5.0   39.0    0.0   15.7   28.3    9.3  977.6
  60         0.8    5.8   -1.2    1.8   -6.2   39.2    0.0   16.3   28.5   12.2  937.6
  60        -6.8    6.2   -1.8    0.2   -4.8   41.8    0.0   16.7   28.6   11.8  869.6
  60        -0.5    5.5    0.5    0.5   -6.5   35.5    0.0   17.7   28.6   16.5  777.0
  60        -8.2    9.8   10.8  -11.2   -9.2   43.2   10.0   18.4   28.7   17.6  692.8
  60       -10.8    8.2    6.2   -5.8   -8.8   40.8   10.0   19.4   28.8   24.4  614.0
  60        -8.5    6.5   -0.5    2.5   -8.5   38.5    0.0   19.8   28.9   23.5  480.0
  60         4.0    8.0   -2.0    0.0   -6.0   41.0    5.0   19.3   28.9    9.3  308.0
  60        -5.2    2.8  -12.2    9.8   -0.2   50.2    0.0   19.5   29.1    9.9  194.8
  60        -1.0   -1.0  -15.0   30.0  -14.0   46.0    0.0   20.3   29.1    9.0  186.2
  60         7.0    7.0   -6.0    7.0   -8.0   38.0    0.0   20.6   29.2    8.8  156.2
  60        15.0    5.0   -8.0   18.0  -15.0   40.0    0.0   20.9   29.2    8.7  135.2
  60         6.2    4.2    1.2   12.2  -17.8   48.8   10.0   20.5   29.4    6.3   24.8
  60        -1.2   -5.2   -9.2   28.8  -14.2   51.2   10.0   20.9   29.7    9.6   10.2
  60         4.2  -16.8  -17.8   33.2    1.2   45.8    0.0   20.8   30.3   12.5  -31.2
  60         6.0  -16.0  -17.0   35.0   -2.0   44.0   -5.0   21.8   30.2   11.3  -21.0
  60         4.0  -17.0  -20.0   52.0  -15.0   51.0   -5.0   22.3   30.5   10.7  -11.4
  60         5.8  -19.2  -18.2   36.8    0.8   54.2   10.0   22.8   30.8   12.1   23.0
  60        12.8  -16.2  -14.2   18.8   11.8   52.2   10.0   23.5   30.8   14.1   97.8
  60        20.0  -11.0  -10.0   19.0    2.0   50.0    0.0   23.9   30.7   10.5  148.2
  60        21.5    2.5   -5.5   -0.5    3.5   53.5   -5.0   24.2   30.7    8.5  221.6
  60        20.8   -1.2   -6.2   17.8  -10.2   69.2    0.0   24.5   30.6    9.1  290.0
  60        15.5  -12.5  -12.5   28.5   -3.5   84.5    5.0   25.4   30.6   10.3  305.6
  60        42.8   -2.2   -2.2    5.8   -1.2   77.2    5.0   26.3   30.3    8.7  286.6
  60        43.5  -10.5  -14.5   22.5    2.5   86.5   -5.0   27.0   30.3    9.1  247.6
  60        55.5   -9.5   -1.5    6.5    4.5   74.5    0.0   27.7   30.5   12.2  186.2
  60        24.8   -7.2   -6.2   18.8   -5.2   60.2    5.0   29.1   30.9   16.4   58.6
  60         9.5   -0.5   -0.5    6.5   -5.5   45.5    5.0   29.7   31.0   18.2   -2.8
  60        -1.8    1.2    2.2    5.2   -8.8   36.8   10.0   30.8   31.1   19.8 -113.6
  60        -6.0    2.0    2.0    4.0   -8.0   31.0   15.0   32.1   31.3   21.5 -247.8
  60        -3.0    2.0    2.0    1.0   -5.0   28.0   10.0   33.4   31.1   19.9 -387.8
  60        -2.5    1.5    1.5   -1.5   -1.5   27.5   20.0   34.4   30.6   19.1 -492.8
  60        -4.5   -1.5   -1.5    0.5    2.5   29.5   25.0   35.3   30.3   16.0 -569.6
  60        20.8    2.8    0.8    1.8   -5.2   39.2    0.0   18.1   30.1    5.5   53.2
  60        27.5    4.5    1.5   -1.5   -4.5   37.5    0.0   19.7   29.8    6.6   33.8
  60        16.5   -1.5   -7.5   20.5  -11.5   48.5    0.0   20.6   30.0    7.2   31.8
  60         9.8    0.8   -5.2   13.8   -9.2   45.2    0.0   22.2   30.1   13.0  104.4
  60         2.2    2.2   -6.8   18.2  -13.8   47.8    0.0   23.1   30.3   15.3  183.2
  60        -4.5    7.5    4.5    4.5  -16.5   49.5    5.0   24.0   30.5   17.1  278.6
  60        -9.2   15.8   15.8  -20.2  -11.2   49.2   10.0   25.2   30.5   19.5  328.4
  60       -27.2   18.8   25.8  -27.2  -17.2   62.2   20.0   26.7   30.4   21.2  270.2
  60         4.8   -2.2   -3.2    8.8   -3.2   25.2    5.0   37.0   28.3   48.5  654.6
  60         3.5   -3.5   -6.5   18.5   -8.5   26.5    0.0   37.5   28.0   51.4  634.8
